Date,Description,Amount
2024-08-19,Streaming Service,-250.15
2024-08-24,Fuel,-360.21
2024-01-07,Grocery,482.57
2024-03-07,Online Store,-127.76
2024-11-18,Fuel,-241.18
2024-02-08,Grocery,-302.25
2024-11-26,RideShare,-408.02
2024-06-18,"Fuel, Special",-39.01
2024-03-27,Utilities,224.43
2024-09-11,Grocery,-73.34
2024-06-30,Online Store,-225.02
2024-08-16,"Coffee Shop, Special",119.18
2024-05-05,Restaurant,382.78
2024-09-02,Grocery,-116.98
2024-08-02,Online Store,297.2
2024-05-07,Streaming Service,489.4
2024-12-31,Gym,281.44
2024-06-25,Utilities,-111.62
2024-04-02,Grocery,-280.98
2024-05-23,Grocery,-28.32
2024-07-02,Utilities,473.98
2024-02-21,Online Store,-233.47
2024-01-29,Online Store,482.66
2024-07-17,Gym,491.54
2024-03-29,Coffee Shop,-182.0
2024-12-23,Gym,-471.79
2024-12-24,Gym,63.61
2024-10-15,Online Store,310.4
2024-09-09,Streaming Service,-9.56
2024-02-16,Grocery,-281.19
2024-09-26,"RideShare, Special",417.9
2024-04-13,Coffee Shop,-322.54
2024-06-14,"Grocery, Special",86.61
2024-03-13,Fuel,360.67
2024-02-07,Gym,162.14
2024-10-27,Fuel,-177.4
2024-03-21,Pharmacy,460.66
2024-11-28,Gym,468.74
2024-12-21,Utilities,-276.76
2024-10-28,Coffee Shop,233.99
2024-05-30,Coffee Shop,-498.2
2024-12-25,Utilities,494.28
2024-10-17,Grocery,-181.78
2024-11-09,Online Store,-395.89
2024-09-11,Coffee Shop,-422.19
2024-06-26,Gym,385.32
2024-02-15,Gym,-234.79
2024-05-07,Fuel,287.02
2024-01-01,Grocery,232.58
2024-03-26,Pharmacy,-121.29
2024-10-06,Pharmacy,-20.51
2024-10-22,Online Store,-426.29
2024-01-18,"Restaurant, Special",-238.87
2024-02-23,Fuel,387.93
2024-03-23,Fuel,398.12
2024-02-17,Gym,113.64
2024-09-04,Grocery,153.64
2024-11-06,Pharmacy,-398.74
2024-04-15,Online Store,54.11
2024-10-03,Restaurant,-202.6
2024-02-19,Grocery,49.66
2024-09-08,Coffee Shop,-496.18
2024-02-14,Restaurant,125.09
2024-09-02,Online Store,-293.05
2024-11-22,Restaurant,-26.43
2024-02-29,Restaurant,-29.06
2024-12-04,Restaurant,44.13
2024-04-04,Gym,-130.6
2024-08-16,Grocery,-34.94
2024-04-25,Restaurant,-348.87
2024-12-22,Fuel,-156.21
2024-10-04,Pharmacy,89.73
2024-10-10,Grocery,318.41
2024-08-02,Streaming Service,436.36
2024-10-20,Online Store,-421.04
2024-12-31,Grocery,400.46
2024-10-19,Utilities,449.25
2024-08-17,Coffee Shop,-332.84
2024-04-18,Online Store,-76.63
2024-12-15,Pharmacy,322.56
2024-03-16,Utilities,410.8
2024-02-04,Fuel,-102.65
2024-06-15,Restaurant,417.16
2024-01-07,Utilities,281.69
2024-02-27,Pharmacy,66.59
2024-10-25,Fuel,62.68
2024-02-21,Restaurant,380.14
2024-07-29,Restaurant,-14.42
2024-11-07,"RideShare, Special",-224.59
2024-03-14,Utilities,193.66
2024-01-20,Pharmacy,-168.51
2024-05-01,Grocery,420.83
2024-07-09,Grocery,293.65
2024-06-08,Restaurant,358.23
2024-12-16,Fuel,-272.04
2024-06-02,RideShare,-179.13
2024-08-01,Utilities,-312.06
2024-04-18,Pharmacy,259.49
2024-07-10,Grocery,-341.03
2024-06-08,Streaming Service,280.52
2024-09-25,"Utilities, Special",-307.24
2024-04-12,Grocery,-43.55
2024-07-03,Online Store,323.51
2024-09-15,Pharmacy,-376.13
2024-01-16,Online Store,94.04
2024-03-31,RideShare,-150.24
2024-03-24,Restaurant,188.85
2024-05-25,Grocery,-337.09
2024-10-19,Online Store,147.38
2024-12-12,Online Store,-90.49
2024-01-11,Grocery,-367.69
2024-03-29,Utilities,-276.23
2024-11-07,Restaurant,209.37
2024-05-20,Pharmacy,351.59
2024-08-23,Restaurant,-197.85
2024-09-23,Utilities,-397.69
2024-09-18,Gym,93.77
2024-05-24,Restaurant,-18.26
2024-06-21,Restaurant,361.49
2024-05-13,Restaurant,17.29
2024-05-03,Grocery,302.36
2024-11-03,Pharmacy,180.76
2024-01-14,RideShare,-240.57
2024-08-02,Pharmacy,-464.68
2024-12-28,Utilities,-156.83
2024-12-31,Online Store,138.31
2024-08-31,Gym,345.42
2024-12-02,Streaming Service,-402.4
2024-03-06,Restaurant,59.03
2024-04-03,Gym,-277.75
2024-04-24,Restaurant,386.84
2024-07-09,Restaurant,-36.24
2024-03-01,RideShare,134.4
2024-10-24,Utilities,389.43
2024-09-13,Fuel,-118.33
2024-06-01,Pharmacy,354.24
2024-03-11,Online Store,487.19
2024-08-22,Coffee Shop,215.67
2024-02-11,RideShare,486.64
2024-06-09,"Grocery, Special",-226.47
2024-03-27,Utilities,-10.42
2024-02-15,Coffee Shop,133.49
2024-07-25,Pharmacy,-116.68
2024-01-20,Streaming Service,-126.9
2024-01-08,Gym,31.03
2024-01-10,Grocery,-251.18
2024-12-21,Gym,-397.29
2024-09-14,Utilities,-434.71
2024-01-24,Restaurant,-44.07
2024-09-23,Utilities,-66.33
2024-12-17,Coffee Shop,401.38
2024-07-02,Online Store,406.89
2024-07-25,Grocery,227.17
2024-03-08,Online Store,89.69
2024-03-27,Fuel,150.54
2024-01-20,Pharmacy,-244.21
2024-09-30,"Utilities, Special",494.68
2024-12-04,Fuel,-480.26
2024-12-19,Fuel,-119.75
2024-10-07,Restaurant,-346.87
2024-12-21,Grocery,161.66
2024-12-05,Streaming Service,105.63
2024-03-11,Pharmacy,-395.09
2024-11-12,Fuel,284.76
2024-09-11,Online Store,277.96
2024-09-24,Online Store,-90.24
2024-03-23,Grocery,410.36
2024-12-18,RideShare,-497.26
2024-12-09,Fuel,335.23
2024-12-08,RideShare,-409.92
2024-09-18,Fuel,-398.71
2024-05-11,Online Store,477.29
2024-05-15,RideShare,313.18
2024-01-21,Restaurant,176.77
2024-08-06,Fuel,258.2
2024-01-24,Grocery,163.36
2024-03-28,Gym,-62.29
2024-11-14,Restaurant,-407.05
2024-06-24,Coffee Shop,-99.75
2024-08-21,Restaurant,189.9
2024-09-01,Pharmacy,296.91
2024-02-27,Coffee Shop,-441.35
2024-03-22,Fuel,90.75
2024-10-18,RideShare,-120.25
2024-07-02,"Utilities, Special",184.46
2024-03-07,RideShare,-387.06
2024-07-29,"RideShare, Special",-238.39
2024-06-09,Grocery,177.93
2024-10-22,Utilities,455.76
2024-06-22,Streaming Service,200.58
2024-02-18,Pharmacy,-251.42
2024-06-26,Pharmacy,326.44
2024-11-09,"Grocery, Special",434.37
2024-09-15,RideShare,369.42
2024-02-08,RideShare,-169.11
2024-05-22,Grocery,50.5
2024-07-12,Pharmacy,-421.17
2024-08-15,Utilities,356.59
2024-08-16,Gym,-2.63
2024-11-30,Grocery,-87.66
2024-10-12,"Streaming Service, Special",-409.1
2024-11-05,Utilities,390.11
2024-10-14,Online Store,-43.79
2024-06-23,Gym,316.59
2024-08-20,Gym,119.76
2024-08-30,Gym,-385.98
2024-12-03,"Online Store, Special",-144.86
2024-11-20,Restaurant,-126.11
2024-02-24,Grocery,-7.58
2024-07-28,Fuel,-304.08
2024-03-02,Pharmacy,324.55
2024-04-07,Gym,-85.53
2024-11-20,Utilities,391.75
2024-08-22,Utilities,-365.36
2024-09-12,Grocery,-451.43
2024-08-09,Utilities,8.33
2024-03-31,Utilities,315.24
2024-02-23,Pharmacy,106.16
2024-06-13,Streaming Service,-81.34
2024-11-07,Online Store,463.59
2024-05-30,RideShare,-361.82
2024-11-04,Streaming Service,201.49
2024-06-09,Streaming Service,-299.11
2024-11-15,Restaurant,421.19
2024-03-08,Coffee Shop,194.31
2024-06-14,Fuel,62.28
2024-10-25,Utilities,210.12
2024-12-11,Streaming Service,347.3
2024-01-07,Streaming Service,-119.13
2024-01-28,Grocery,250.19
2024-03-23,Restaurant,-353.57
2024-02-01,Restaurant,41.17
2024-07-02,RideShare,368.04
2024-10-14,Online Store,61.27
2024-05-01,Streaming Service,298.82
2024-05-27,Grocery,-112.45
2024-12-16,Gym,-446.2
2024-05-08,Online Store,280.92
2024-08-14,Online Store,204.63
2024-11-27,Gym,46.62
2024-11-04,Online Store,464.29
2024-05-30,RideShare,182.66
2024-04-05,Coffee Shop,-380.65
2024-01-21,Pharmacy,-235.76
2024-03-23,Utilities,-494.35
2024-08-26,"Coffee Shop, Special",428.63
2024-11-01,Grocery,125.37
2024-12-04,Restaurant,72.68
2024-07-02,Fuel,-182.14
2024-04-22,Coffee Shop,286.26
2024-03-22,Pharmacy,-96.58
2024-06-27,Online Store,163.33
2024-06-18,Gym,450.31
2024-11-12,Streaming Service,61.33
2024-11-28,Grocery,-153.99
2024-05-03,Utilities,-256.17
2024-01-21,Gym,296.21
2024-02-28,Pharmacy,223.98
2024-01-13,Streaming Service,-125.04
2024-09-17,RideShare,-203.57
2024-11-29,Online Store,-417.65
2024-02-19,Coffee Shop,273.32
2024-09-30,Grocery,-289.22
2024-11-18,Online Store,-75.79
2024-02-23,Online Store,202.74
2024-08-10,Fuel,-346.25
2024-08-23,"Gym, Special",-426.75
2024-04-01,Restaurant,74.96
2024-04-26,Restaurant,-48.87
2024-07-26,Pharmacy,-110.5
2024-03-01,"Streaming Service, Special",220.29
2024-02-02,"Utilities, Special",348.25
2024-07-02,Streaming Service,286.89
2024-06-03,Utilities,265.27
2024-08-12,Pharmacy,160.72
2024-08-30,Coffee Shop,-363.62
2024-07-19,Streaming Service,134.05
2024-06-01,Gym,-488.85
2024-10-11,Coffee Shop,-494.97
2024-11-01,Pharmacy,446.98
2024-06-05,Online Store,403.55
2024-06-25,Online Store,145.93
2024-09-19,Coffee Shop,-279.21
2024-05-09,Online Store,170.98
2024-10-17,Grocery,432.37
2024-10-08,RideShare,-426.86
2024-12-09,Fuel,-302.58
2024-10-24,RideShare,-142.86
2024-12-09,Online Store,119.52
2024-04-09,Gym,-171.65
2024-12-03,Restaurant,-347.61
2024-10-17,Gym,458.66
2024-03-27,Grocery,285.66
2024-12-30,Pharmacy,-140.51
2024-12-13,Gym,-37.15
2024-07-02,Restaurant,-391.17
2024-11-26,Utilities,-219.38
2024-03-12,Streaming Service,233.54
2024-11-16,Fuel,392.11
2024-09-16,Grocery,78.9
2024-10-29,Online Store,51.59
2024-10-05,Streaming Service,275.2
2024-07-06,Pharmacy,272.14
2024-05-28,Coffee Shop,10.41
2024-07-22,Gym,162.68
2024-11-10,Coffee Shop,-359.63
2024-03-22,Coffee Shop,65.81
2024-03-15,RideShare,-459.58
2024-09-06,Online Store,-130.56
2024-01-22,Online Store,291.46
2024-07-17,RideShare,381.55
2024-01-21,Gym,468.44
2024-11-20,Restaurant,-236.68
2024-10-05,Utilities,153.68
2024-07-06,Utilities,335.47
2024-09-21,Restaurant,407.24
2024-09-21,Pharmacy,367.72
2024-09-06,RideShare,-493.4
2024-03-12,RideShare,-422.91
2024-11-25,Restaurant,-313.09
2024-07-04,Utilities,-381.67
2024-04-27,Pharmacy,220.26
2024-09-03,RideShare,90.79
2024-11-27,"Pharmacy, Special",-456.86
2024-10-20,Utilities,129.54
2024-01-21,Utilities,-333.66
2024-04-02,Streaming Service,99.36
2024-10-15,Grocery,227.97
2024-05-25,Fuel,106.53
2024-08-29,RideShare,330.36
2024-11-03,Coffee Shop,320.45
2024-04-03,Utilities,-235.48
2024-12-17,Gym,96.53
2024-02-05,Online Store,-367.79
2024-01-09,Online Store,409.34
2024-12-16,Pharmacy,105.51
2024-03-31,RideShare,99.81
2024-09-29,Streaming Service,-406.81
2024-12-03,Coffee Shop,39.29
2024-01-01,Pharmacy,-129.62
2024-01-23,Streaming Service,438.42
2024-09-03,Pharmacy,304.62
2024-12-22,Utilities,-366.12
2024-09-01,Online Store,-416.18
2024-11-02,Streaming Service,-310.98
2024-12-29,Grocery,-382.17
2024-01-04,Pharmacy,187.77
2024-06-10,Pharmacy,-345.22
2024-11-29,Utilities,354.98
2024-08-04,Utilities,-224.44
2024-12-14,Pharmacy,-86.77
2024-10-12,RideShare,59.09
2024-09-04,Restaurant,77.65
2024-12-27,Pharmacy,355.0
2024-12-03,Fuel,-53.41
2024-12-24,Coffee Shop,8.34
2024-06-22,Streaming Service,184.56
2024-01-27,Coffee Shop,135.88
2024-02-16,Coffee Shop,100.25
2024-02-15,Fuel,-129.16
2024-11-07,Grocery,430.68
2024-07-24,Utilities,-213.53
2024-11-01,Grocery,320.23
2024-11-23,RideShare,-298.29
2024-12-02,Streaming Service,-466.39
2024-11-02,Streaming Service,-268.33
2024-03-27,Grocery,155.02
2024-03-21,Fuel,279.67
2024-06-29,Pharmacy,-299.69
2024-01-08,Fuel,49.59
2024-10-13,Utilities,463.29
2024-05-21,Online Store,-305.47
2024-07-25,"Utilities, Special",-324.97
2024-09-16,Fuel,3.17
2024-06-23,Fuel,456.71
2024-10-02,Utilities,-57.23
2024-07-12,Utilities,-256.73
2024-06-22,RideShare,396.52
2024-01-15,RideShare,-432.45
2024-11-20,Online Store,-270.07
2024-06-10,Pharmacy,16.5
2024-01-05,Restaurant,-406.99
2024-12-10,Gym,431.4
2024-08-31,Gym,394.32
2024-05-17,Coffee Shop,183.11
2024-04-07,RideShare,-265.14
2024-05-03,Restaurant,-297.23
2024-05-07,Utilities,278.94
2024-03-02,Fuel,163.42
2024-11-10,Grocery,41.47
2024-01-22,RideShare,-184.58
2024-10-21,Restaurant,484.39
2024-09-18,Restaurant,250.17
2024-03-06,Grocery,-76.82
2024-10-03,Grocery,-106.28
2024-12-17,Coffee Shop,-379.63
2024-09-22,RideShare,-491.58
2024-12-11,Online Store,-399.25
2024-07-04,Utilities,-312.85
2024-05-14,Online Store,458.53
2024-06-24,Gym,-76.06
2024-08-02,Gym,-99.41
2024-08-18,Coffee Shop,479.27
2024-12-17,Online Store,220.82
2024-04-30,Streaming Service,-119.12
2024-03-15,Coffee Shop,-490.26
2024-08-03,RideShare,393.27
2024-11-18,Streaming Service,-184.27
2024-09-06,Restaurant,358.5
2024-01-25,Pharmacy,-336.66
2024-04-20,Restaurant,129.86
2024-08-18,Gym,-139.69
2024-10-12,Restaurant,-88.24
2024-06-28,Utilities,75.89
2024-11-28,Streaming Service,280.31
2024-06-30,Gym,-12.51
2024-08-16,Fuel,-213.48
2024-11-19,Coffee Shop,140.58
2024-06-21,Pharmacy,71.64
2024-02-06,Fuel,-271.78
2024-06-11,Restaurant,105.38
2024-07-21,Restaurant,280.97
2024-07-04,Utilities,-49.71
2024-03-26,Coffee Shop,-374.96
2024-04-30,Restaurant,200.7
2024-02-10,Online Store,-396.99
2024-02-02,RideShare,-473.64
2024-07-22,Streaming Service,-416.75
2024-05-14,Utilities,154.83
2024-07-18,Restaurant,237.59
2024-08-14,Coffee Shop,338.52
2024-01-15,Grocery,360.37
2024-06-15,RideShare,370.9
2024-05-19,Streaming Service,469.54
2024-12-23,Streaming Service,97.58
2024-11-19,Utilities,139.79
2024-09-30,Restaurant,-18.35
2024-04-26,Fuel,-134.22
2024-05-13,Coffee Shop,-499.91
2024-03-10,Gym,35.1
2024-12-18,RideShare,-22.93
2024-01-05,Pharmacy,97.0
2024-01-04,Streaming Service,-88.26
2024-10-14,Pharmacy,-336.73
2024-11-26,Pharmacy,-279.41
2024-02-10,Pharmacy,16.61
2024-11-09,Restaurant,242.93
2024-05-17,Pharmacy,-431.54
2024-03-10,Restaurant,-44.66
2024-08-19,Restaurant,-8.0
2024-06-13,Grocery,469.72
2024-01-12,Coffee Shop,-217.89
2024-03-05,RideShare,-267.19
2024-03-18,Grocery,-158.09
2024-06-08,RideShare,-36.32
2024-01-17,Gym,250.57
2024-03-15,Grocery,-107.58
2024-10-05,RideShare,395.7
2024-05-08,Pharmacy,-378.04
2024-12-31,Online Store,474.97
2024-05-06,Grocery,235.32
2024-02-18,Streaming Service,-291.55
2024-07-18,Restaurant,-341.39
2024-01-22,Streaming Service,-246.69
2024-11-22,Restaurant,387.52
2024-12-07,Online Store,-264.03
2024-08-10,"Gym, Special",294.39
2024-10-26,Fuel,-256.91
2024-01-22,Utilities,-24.73
2024-11-01,Coffee Shop,-410.52
2024-03-21,RideShare,118.64
2024-11-16,Grocery,144.57
2024-12-25,Streaming Service,-374.17
2024-04-29,Gym,288.56
2024-06-26,RideShare,-478.65
2024-07-12,Gym,-249.3
2024-01-21,RideShare,59.02
2024-10-04,RideShare,-313.37
2024-06-27,Gym,-224.68
2024-11-02,Streaming Service,31.14
2024-08-18,Restaurant,41.61
2024-08-20,Grocery,5.96
2024-04-04,Grocery,-135.92
2024-11-13,Online Store,-436.66
2024-10-02,Pharmacy,183.22
2024-10-09,Coffee Shop,-177.4
2024-11-24,Gym,23.2
2024-02-04,Grocery,-370.23
2024-01-17,Online Store,-308.38
2024-01-17,Utilities,-111.4
2024-09-07,Streaming Service,90.3
2024-01-26,Gym,217.85
2024-01-07,Online Store,428.4
2024-02-10,RideShare,-439.3
2024-10-12,Pharmacy,294.25
2024-01-30,Utilities,-459.35
2024-02-06,Restaurant,-284.1
2024-09-22,Fuel,-268.98
2024-07-16,Online Store,156.88
2024-10-18,Coffee Shop,58.14
2024-02-24,Utilities,-41.28
2024-12-06,Pharmacy,-333.19
2024-04-02,Streaming Service,-162.49
2024-03-21,Streaming Service,-56.99
2024-06-29,Gym,496.85
2024-07-09,Pharmacy,-69.41
2024-06-14,Utilities,45.63
2024-07-11,Streaming Service,-245.91
2024-08-19,RideShare,-499.8
2024-01-18,Restaurant,17.61
2024-06-03,Grocery,-278.11
2024-06-10,Grocery,443.35
2024-05-21,Streaming Service,70.67
2024-10-19,Coffee Shop,-39.63
2024-03-20,Coffee Shop,389.63
2024-05-07,Online Store,-199.7
2024-10-19,Pharmacy,-282.56
2024-02-09,Gym,-327.1
2024-12-19,Utilities,-404.64
2024-11-24,"Restaurant, Special",308.34
2024-07-14,Fuel,421.87
2024-06-20,Gym,-65.7
2024-03-02,Online Store,349.48
2024-01-06,Pharmacy,24.38
2024-06-12,Streaming Service,-173.17
2024-12-23,Online Store,173.64
2024-07-20,RideShare,75.25
2024-02-16,Online Store,286.37
2024-03-16,Coffee Shop,-24.15
2024-01-26,Streaming Service,-414.92
2024-09-13,Pharmacy,-369.62
2024-03-10,RideShare,-12.14
2024-11-29,Utilities,116.0
2024-09-25,Online Store,-233.74
2024-08-08,Gym,76.02
2024-02-27,Pharmacy,-151.69
2024-06-13,Gym,-475.79
2024-06-05,Coffee Shop,116.22
2024-08-14,Utilities,-455.12
2024-04-29,Online Store,-344.01
2024-02-13,Fuel,-256.95
2024-11-13,Coffee Shop,320.13
2024-01-08,Gym,-388.72
2024-08-18,"RideShare, Special",-290.99
2024-10-02,Online Store,23.27
2024-05-12,Streaming Service,229.92
2024-03-13,Grocery,406.04
2024-09-26,Grocery,-439.89
2024-04-12,Utilities,-35.04
2024-01-05,Fuel,-228.69
2024-12-03,Gym,-480.92
2024-11-28,Pharmacy,-119.3
2024-12-29,Fuel,-15.34
2024-11-01,Streaming Service,-301.12
2024-08-22,Streaming Service,-478.51
2024-05-06,Streaming Service,-10.07
2024-03-21,Grocery,-148.09
2024-11-16,Restaurant,478.24
2024-09-13,Restaurant,125.79
2024-07-17,Grocery,449.12
2024-04-25,Coffee Shop,-107.15
2024-03-11,Fuel,20.72
2024-12-13,Utilities,186.52
2024-08-01,Online Store,-73.54
2024-06-08,Utilities,42.23
2024-04-15,Coffee Shop,184.05
2024-04-13,Coffee Shop,205.14
2024-09-25,Coffee Shop,409.0
2024-03-15,Utilities,-182.5
2024-10-12,Streaming Service,-381.61
2024-06-11,Coffee Shop,265.44
2024-07-30,Pharmacy,245.61
2024-11-22,Restaurant,-312.07
2024-03-08,"Coffee Shop, Special",485.96
2024-11-11,Restaurant,112.36
2024-11-01,Online Store,-473.92
2024-02-10,RideShare,346.14
2024-08-28,Gym,-112.54
2024-08-30,Coffee Shop,-273.73
2024-07-28,Grocery,450.2
2024-04-23,Online Store,-433.86
2024-08-12,Utilities,-175.1
2024-08-22,Online Store,276.21
2024-11-07,Pharmacy,-105.85
2024-10-19,Utilities,141.39
2024-12-26,Grocery,-48.39
2024-01-22,Online Store,-104.39
2024-01-21,Streaming Service,265.16
2024-01-26,Online Store,-101.96
2024-06-04,Restaurant,-77.54
2024-11-09,Grocery,403.68
2024-08-25,RideShare,0.66
2024-04-02,Utilities,196.11
2024-03-10,Pharmacy,-49.11
2024-04-01,RideShare,212.63
2024-04-13,RideShare,-175.93
2024-11-28,Coffee Shop,-376.46
2024-02-28,RideShare,-414.69
2024-12-28,Pharmacy,475.19
2024-11-09,Coffee Shop,-119.39
2024-03-28,Gym,159.53
2024-03-17,Coffee Shop,-321.13
2024-12-30,Grocery,-190.48
2024-08-16,Restaurant,-382.45
2024-03-08,"Online Store, Special",265.4
2024-01-07,RideShare,-1.36
2024-01-03,Utilities,-262.12
2024-10-28,RideShare,-58.12
2024-11-03,"Utilities, Special",382.17
2024-05-22,Utilities,320.12
2024-04-16,Grocery,-444.94
2024-06-27,Grocery,-467.57
2024-10-22,Utilities,420.38
2024-01-26,Fuel,-321.75
2024-12-10,Restaurant,191.51
2024-10-31,Utilities,-322.58
2024-08-21,Utilities,-464.16
2024-06-02,Gym,-121.06
2024-02-04,Pharmacy,-435.07
2024-08-29,Coffee Shop,359.41
2024-06-17,Streaming Service,-290.15
2024-04-17,Utilities,71.37
2024-11-18,Streaming Service,-16.34
2024-12-18,Utilities,486.28
2024-05-27,Pharmacy,-183.51
2024-09-26,Utilities,-146.15
2024-03-07,Utilities,19.71
2024-11-19,RideShare,-320.09
2024-11-08,Online Store,479.26
2024-01-01,"Fuel, Special",125.46
2024-03-01,Online Store,498.99
2024-07-30,Grocery,60.42
2024-11-22,"Online Store, Special",-298.81
2024-05-24,Restaurant,-192.23
2024-09-16,Streaming Service,-493.87
2024-12-17,Gym,224.4
2024-11-11,Grocery,-305.98
2024-06-22,RideShare,297.25
2024-11-26,Coffee Shop,127.2
2024-10-01,Gym,314.17
2024-01-29,Streaming Service,224.96
2024-06-10,Streaming Service,-291.74
2024-12-16,Gym,388.03
2024-06-30,Fuel,-219.54
2024-01-16,Gym,126.51
2024-03-25,Utilities,-312.62
2024-02-29,Restaurant,-185.5
2024-01-17,Restaurant,-2.95
2024-05-01,Gym,450.73
2024-04-20,Streaming Service,-387.77
2024-01-20,Online Store,-56.23
2024-01-13,RideShare,-345.92
2024-06-23,RideShare,23.63
2024-06-16,Coffee Shop,-401.75
2024-09-21,Coffee Shop,-463.45
2024-07-17,Streaming Service,-189.02
2024-01-23,Utilities,-166.71
2024-01-24,Fuel,158.98
2024-06-08,Grocery,-187.86
2024-04-17,Gym,-213.43
2024-09-29,Gym,171.12
2024-05-19,Coffee Shop,-385.54
2024-11-14,Streaming Service,-293.42
2024-06-28,Streaming Service,-358.44
2024-12-26,Restaurant,-328.73
2024-06-08,Utilities,40.58
2024-01-26,"Coffee Shop, Special",403.29
2024-01-26,Fuel,-413.88
2024-07-19,Coffee Shop,391.28
2024-11-18,RideShare,-187.56
2024-04-11,Streaming Service,422.78
2024-08-26,Utilities,312.85
2024-12-23,RideShare,-189.61
2024-11-25,RideShare,447.45
2024-03-14,Utilities,-136.55
2024-04-03,Gym,382.4
2024-08-20,"RideShare, Special",-24.67
2024-06-28,RideShare,-329.2
2024-06-27,Utilities,7.95
2024-07-26,Fuel,149.45
2024-06-03,Streaming Service,90.54
2024-05-02,Utilities,-340.98
2024-09-03,Pharmacy,-291.76
2024-12-21,Utilities,480.21
2024-10-17,Gym,-263.85
2024-12-05,Fuel,211.91
2024-09-06,Fuel,-37.09
2024-10-11,Fuel,-323.83
2024-07-26,Fuel,185.51
2024-11-01,Pharmacy,144.99
2024-02-01,Fuel,-361.08
2024-10-24,Grocery,160.88
2024-08-19,Streaming Service,115.57
2024-08-16,Online Store,377.43
2024-06-02,Utilities,179.56
2024-08-10,Gym,82.73
2024-11-09,Streaming Service,-372.44
2024-05-30,Grocery,48.89
2024-01-28,Grocery,320.75
2024-07-02,Fuel,365.68
2024-04-30,Pharmacy,-105.73
2024-06-11,Pharmacy,-64.81
2024-04-18,Coffee Shop,-311.77
2024-07-15,Gym,-345.73
2024-12-09,Coffee Shop,-428.25
2024-01-09,Coffee Shop,-13.3
2024-08-11,Coffee Shop,142.24
2024-07-31,RideShare,195.39
2024-08-05,Utilities,9.41
2024-10-09,RideShare,-274.26
2024-08-05,"Utilities, Special",-1.84
2024-05-01,Streaming Service,426.56
2024-10-22,"Gym, Special",-462.13
2024-09-04,Gym,-18.47
2024-12-19,Fuel,231.29
2024-05-23,RideShare,23.36
2024-11-08,Fuel,130.66
2024-12-05,Fuel,39.2
2024-10-23,Restaurant,403.59
2024-09-30,Grocery,12.66
2024-08-28,Utilities,-78.98
2024-05-30,Restaurant,195.05
2024-11-01,Restaurant,63.71
2024-02-01,RideShare,72.86
2024-12-02,Restaurant,124.32
2024-05-26,RideShare,5.6
2024-05-22,Restaurant,-219.03
2024-05-11,Grocery,103.82
2024-10-29,Coffee Shop,-130.23
2024-03-30,Restaurant,-263.8
2024-04-02,Streaming Service,-157.15
2024-02-13,Coffee Shop,321.72
2024-09-10,Pharmacy,-262.05
2024-08-13,Coffee Shop,234.36
2024-06-25,Grocery,255.48
2024-02-29,Grocery,-101.26
2024-06-03,RideShare,252.43
2024-09-29,Online Store,205.61
2024-08-30,Restaurant,370.28
2024-01-07,Restaurant,-51.18
2024-12-13,Gym,182.88
2024-01-22,Fuel,137.42
2024-08-09,Utilities,358.36
2024-06-20,Restaurant,-401.72
2024-12-01,Utilities,273.15
2024-05-03,Utilities,19.95
2024-12-12,Coffee Shop,-489.42
2024-01-05,"Fuel, Special",-402.3
2024-02-23,RideShare,225.25
2024-05-08,"Online Store, Special",119.4
2024-01-30,Utilities,335.46
2024-11-02,Fuel,-380.02
2024-11-05,Coffee Shop,263.86
2024-11-27,Utilities,-315.23
2024-02-26,Coffee Shop,-33.04
2024-02-08,RideShare,-223.62
2024-08-06,Gym,280.73
2024-05-21,Grocery,-167.35
2024-01-31,Restaurant,-235.34
2024-08-13,Fuel,428.59
2024-11-08,Pharmacy,-7.94
2024-03-14,Streaming Service,-281.61
2024-11-25,Fuel,215.4
2024-02-22,Grocery,71.34
2024-05-08,"RideShare, Special",-2.3
2024-11-30,Grocery,164.61
2024-05-16,Coffee Shop,404.62
2024-10-21,Grocery,439.91
